race,gender,age,job_title,state,city,zip_code,Salary
White,Male,63,Research Associate,New York,Syracuse,13210,"$87,784.52 "
White,Female,33,Welder,New York,New York City,10105,"$185,055.31 "
White,Female,57,Desktop Support Technician,New York,New York City,10125,"$116,525.64 "
White,Male,64,Environmental Tech,New York,Rochester,14614,"$149,115.88 "
Hispanic,Female,24,Senior Developer,New York,New York City,10155,"$150,788.40 "
White,Male,51,Executive Assistant,New York,Buffalo,14276,"$260,364.05 "
White,Male,65,Operator,New York,Brooklyn,11241,"$298,265.78 "
White,Female,54,Assistant Professor,New York,Jamaica,11447,"$231,955.89 "
White,Male,51,Senior Sales Associate,New York,Rochester,14609,"$97,523.29 "
White,Female,22,Research Nurse,New York,Bronx,10474,"$41,671.60 "
White,Male,55,Welder,New York,Brooklyn,11241,"$143,504.51 "
White,Female,40,GIS Technical Architect,New York,Port Washington,11054,"$178,925.05 "
White,Male,56,Welder,New York,New York City,10270,"$34,542.82 "
Asian,Female,29,Welder,New York,Albany,12242,"$236,781.40 "
Black,Female,24,Software Consultant,New York,Jamaica,11407,"$293,471.43 "
White,Male,52,Software Developer,New York,Schenectady,12325,"$250,759.52 "
White,Female,31,Compensation Analyst,New York,New York City,10019,"$114,257.88 "
White,Female,58,Nurse,New York,New York City,10260,"$195,992.57 "
White,Male,42,Marketing Assistant,New York,New York City,10090,"$264,885.64 "
Black,Male,21,Teacher,New York,Yonkers,10705,"$232,146.38 "
White,Male,45,VP Quality Control,New York,Bronx,10454,"$42,665.54 "
White,Female,62,Health Coach,New York,Albany,12232,"$33,332.69 "
White,Male,67,VP Marketing,New York,Rochester,14614,"$215,486.71 "
White,Male,23,Environmental Specialist,New York,Brooklyn,11210,"$256,413.74 "
Hispanic,Male,48,Welder,New York,New Hyde Park,11044,"$287,333.79 "
White,Female,54,Information Systems Manager,New York,Brooklyn,11236,"$275,549.60 "
American Indian & Alaska Native,Female,39,Statistician,New York,New York City,10165,"$138,357.64 "
White,Male,24,Software Developer,New York,Rochester,14609,"$104,306.84 "
White,Male,19,Web Designer,New York,Albany,12232,"$118,159.29 "
White,Male,30,Senior Editor,New York,Rochester,14624,"$127,173.15 "
White,Male,67,VP Sales,New York,Syracuse,13251,"$228,275.04 "
White,Male,52,Associate Professor,New York,New York City,10150,"$90,640.20 "
Black,Female,40,Systems Administrator,New York,New York City,10009,"$42,594.04 "
White,Male,61,Junior Executive,New York,Great Neck,11024,"$269,254.12 "
White,Male,20,Payment Adjustment Coordinator,New York,New York City,10249,"$63,345.94 "
Hispanic,Male,36,Senior Sales Associate,New York,Bronx,10459,"$44,184.06 "
Asian,Female,48,Research Assistant,New York,New Hyde Park,11044,"$117,586.55 "
Hispanic,Female,46,Payment Adjustment Coordinator,New York,Rochester,14683,"$193,684.57 "
White,Female,44,Senior Financial Analyst,New York,Brooklyn,11241,"$208,471.39 "
Black,Male,20,Legal Assistant,New York,New York City,10014,"$129,784.30 "
American Indian & Alaska Native,Female,36,Social Worker,New York,Rochester,14609,"$105,721.94 "
White,Male,64,Software Developer,New York,Jamaica,11480,"$142,512.76 "
Other,Female,51,Associate Professor,New York,Brooklyn,11254,"$73,816.36 "
White,Female,42,Community Outreach Specialist,New York,Buffalo,14276,"$222,461.26 "
Hispanic,Female,59,Research Assistant,New York,Buffalo,14210,"$172,667.42 "
White,Female,46,Information Systems Manager,New York,New Hyde Park,11044,"$93,885.08 "
White,Female,32,Financial Advisor,New York,Port Washington,11054,"$40,186.76 "
Asian,Male,63,Financial Analyst,New York,Schenectady,12305,"$120,804.55 "
White,Male,41,Paralegal,New York,Jamaica,11407,"$281,944.51 "
Hispanic,Female,20,Recruiting Manager,New York,New York City,10203,"$65,393.21 "
White,Female,63,Editor,New York,Bronx,10469,"$146,067.29 "
White,Male,44,Welder,New York,Rochester,14619,"$177,648.96 "
Hispanic,Female,48,Senior Financial Analyst,New York,Buffalo,14205,"$241,000.40 "
White,Male,44,Welder,New York,Syracuse,13205,"$217,510.38 "
Hispanic,Female,43,Welder,New York,Buffalo,14276,"$260,787.44 "
Black,Female,23,Welder,New York,Albany,12237,"$298,580.31 "
White,Male,31,Pharmacist,New York,Rochester,14652,"$115,169.43 "
Black,Female,38,Nurse Practicioner,New York,Albany,12237,"$260,398.93 "
White,Female,40,VP Quality Control,New York,Albany,12247,"$171,710.10 "
Black,Male,39,VP Accounting,New York,New York City,10105,"$47,511.87 "
White,Male,41,Recruiting Manager,New York,Schenectady,12305,"$126,549.70 "
Black,Female,35,Legal Assistant,New York,New York City,10045,"$83,535.75 "
Hispanic,Female,38,Data Coordiator,New York,New York City,10039,"$200,615.92 "
White,Female,65,Legal Assistant,New York,New York City,10045,"$92,045.79 "
White,Female,66,Senior Editor,New York,New York City,10060,"$222,866.18 "
White,Male,56,Automation Specialist,New York,Hicksville,11854,"$209,156.81 "
Asian,Female,50,Research Associate,New York,New York City,10034,"$126,148.92 "
White,Female,20,Community Outreach Specialist,New York,Flushing,11388,"$189,857.15 "
Black,Female,42,Senior Editor,New York,Brooklyn,11236,"$290,821.01 "
White,Female,49,Financial Advisor,New York,Hicksville,11854,"$80,650.80 "
Hispanic,Male,57,Senior Cost Accountant,New York,White Plains,10633,"$269,025.34 "
White,Female,50,Junior Executive,New York,Bronx,10469,"$118,082.37 "
White,Female,49,Tax Accountant,New York,Bronx,10469,"$83,899.19 "
White,Male,27,Welder,New York,Albany,12232,"$221,041.87 "
White,Male,44,Social Worker,New York,Buffalo,14276,"$51,647.59 "
White,Female,41,Welder,New York,Jamaica,11470,"$291,106.18 "
Hispanic,Male,43,Actuary,New York,New York City,10160,"$285,097.02 "
Hispanic,Male,45,Sales Associate,New York,Bronx,10469,"$137,415.70 "
White,Male,48,Occupational Therapist,New York,Yonkers,10705,"$76,499.91 "
Hispanic,Male,19,Sales Associate,New York,Syracuse,13217,"$35,412.98 "
Hispanic,Male,42,Executive Assistant,New York,New York City,10105,"$236,776.04 "
White,Male,58,Buget Analyst,New York,Staten Island,10310,"$222,221.23 "
White,Female,57,Senior Cost Accountant,New York,Syracuse,13224,"$156,087.46 "
Hispanic,Female,40,Dental Hygienist,New York,Albany,12262,"$137,249.00 "
Hispanic,Male,57,Desktop Support Technician,New York,Bronx,10464,"$243,899.48 "
White,Female,20,Human Resources,New York,New York City,10009,"$44,032.57 "
White,Male,48,Buget Analyst,New York,Rochester,14639,"$227,999.56 "
Hispanic,Male,32,Food Chemist,New York,Bronx,10469,"$231,493.97 "
White,Male,43,Dental Hygienist,New York,Brooklyn,11215,"$244,303.62 "
White,Female,39,Welder,New York,Albany,12255,"$192,248.54 "
White,Female,51,Systems Administrator,New York,Albany,12210,"$283,008.15 "
White,Female,49,Help Desk Technician,New York,Bronx,10454,"$152,969.93 "
White,Male,57,Teacher,New York,New York City,10009,"$58,460.35 "
White,Female,45,Human Resources,New York,Flushing,11355,"$269,808.74 "
White,Male,27,Desktop Support Technician,New York,New York City,10029,"$201,156.64 "
Hispanic,Male,40,Office Assistant,New York,Syracuse,13224,"$142,835.09 "
Hispanic,Female,62,Environmental Specialist,New York,Brooklyn,11210,"$27,768.44 "
White,Male,23,Nurse,New York,Buffalo,14263,"$48,776.44 "
White,Female,32,Welder,New York,New York City,10090,"$299,036.72 "
Other,Male,67,Welder,New York,New York City,10024,"$179,960.93 "
White,Male,23,Tax Accountant,New York,Buffalo,14215,"$33,817.12 "
White,Male,50,Help Desk Technician,New York,Rochester,14609,"$103,848.09 "
White,Male,22,Welder,New York,Rochester,14619,"$128,255.23 "
White,Male,54,Data Coordiator,New York,Buffalo,14215,"$33,885.39 "
Hispanic,Female,51,Assistant Professor,New York,Rochester,14609,"$279,681.92 "
White,Female,35,Safety Technician,New York,New York City,10249,"$120,944.02 "
White,Female,56,Financial Analyst,New York,Brooklyn,11215,"$281,784.14 "
Asian,Male,18,Account Coordinator,New York,Bronx,10454,"$131,970.82 "
Black,Female,18,Automation Specialist,New York,New York City,10034,"$282,652.91 "
White,Female,25,Research Associate,New York,Buffalo,14205,"$211,403.83 "
Other,Female,39,Graphic Designer,New York,Buffalo,14205,"$155,775.38 "
White,Male,62,Account Executive,New York,Albany,12237,"$175,108.58 "
White,Female,62,Nurse,New York,New York City,10079,"$53,786.82 "
White,Male,21,Payment Adjustment Coordinator,New York,Buffalo,14225,"$103,416.74 "
White,Female,37,Cost Accountant,New York,Rochester,14604,"$250,265.73 "
White,Male,38,Administrative Officer,New York,Brooklyn,11205,"$150,458.43 "
White,Male,42,Web Designer,New York,Albany,12232,"$43,184.95 "
White,Male,20,Administrative Officer,New York,Rochester,14652,"$150,192.80 "
Black,Female,54,Senior Editor,New York,Jamaica,11480,"$35,712.42 "
White,Female,49,Clinical Specialist,New York,Buffalo,14276,"$266,727.05 "
White,Female,60,Software Developer,New York,Bronx,10459,"$259,201.70 "
White,Female,40,Account Coordinator,New York,White Plains,10606,"$129,232.10 "
White,Male,42,Tax Accountant,New York,New York City,10120,"$121,665.54 "
White,Female,28,Research Assistant,New York,Rochester,14639,"$161,635.10 "
Asian,Female,25,Marketing Assistant,New York,Albany,12232,"$223,810.64 "
White,Male,37,Marketing Assistant,New York,Brooklyn,11236,"$114,620.02 "
White,Female,58,Marketing Assistant,New York,New York City,10275,"$220,111.54 "
White,Male,50,Welder,New York,Albany,12237,"$190,960.34 "
White,Male,67,Accountant,New York,Syracuse,13217,"$142,834.02 "
White,Male,50,Information Systems Manager,New York,New York City,10203,"$275,976.83 "
Hispanic,Female,39,Media Manager,New York,Brooklyn,11236,"$166,685.18 "
White,Male,55,Assistant Media Planner,New York,New York City,10292,"$202,830.54 "
Hispanic,Male,48,Nurse Practicioner,New York,New York City,10034,"$71,355.21 "
Asian,Female,28,Biostatistician,New York,Albany,12222,"$231,705.56 "
White,Male,53,General Manager,New York,Bronx,10459,"$237,199.85 "
White,Female,35,Marketing Assistant,New York,New York City,10155,"$189,597.87 "
Hispanic,Male,27,Welder,New York,Buffalo,14210,"$119,948.52 "
White,Female,42,Research Assistant,New York,New York City,10125,"$163,580.68 "
Black,Male,23,Quality Control Specialist,New York,Syracuse,13205,"$173,440.93 "
Asian,Female,49,Systems Administrator,New York,New York City,10039,"$189,615.42 "
White,Female,59,Database Administrator,New York,New York City,10150,"$253,172.14 "
White,Male,61,Registered Nurse,New York,Bronx,10474,"$108,133.21 "
White,Male,59,Welder,New York,New York City,10275,"$231,075.48 "
Black,Female,70,Registered Nurse,New York,Yonkers,10705,"$131,666.75 "
White,Male,40,Help Desk Technician,New York,New York City,10079,"$85,421.46 "
Other,Female,32,Information Systems Manager,New York,Syracuse,13205,"$150,503.71 "
Hispanic,Male,44,Tax Accountant,New York,Yonkers,10705,"$100,356.03 "
Other,Male,29,Tax Accountant,New York,Brooklyn,11254,"$218,793.58 "
Asian,Male,23,Geologist,New York,New York City,10275,"$163,518.23 "
White,Male,52,Media Manager,New York,Buffalo,14225,"$219,892.63 "
White,Male,47,Pharmacist,New York,Flushing,11388,"$64,181.99 "
Asian,Female,61,Data Coordiator,New York,Bronx,10454,"$87,646.61 "
White,Female,51,Paralegal,New York,Albany,12237,"$89,673.09 "
White,Male,44,Actuary,New York,New York City,10039,"$172,669.98 "
White,Female,48,Quality Control Specialist,New York,New York City,10090,"$270,051.98 "
Hispanic,Female,44,Account Coordinator,New York,Jamaica,11407,"$278,338.06 "
Hispanic,Female,52,Operator,New York,New York City,10203,"$281,765.91 "
Hispanic,Female,51,Help Desk Technician,New York,Yonkers,10705,"$273,014.51 "
White,Male,22,Registered Nurse,New York,Mount Vernon,10557,"$60,488.79 "
Black,Male,43,Accountant,New York,Rochester,14624,"$230,969.23 "
Black,Female,64,Welder,New York,Buffalo,14276,"$97,652.78 "
White,Female,18,VP Product Management,New York,Brooklyn,11225,"$98,552.15 "
White,Male,40,Editor,New York,New York City,10115,"$148,083.98 "
White,Female,63,Technical Writer,New York,Buffalo,14220,"$193,095.64 "
White,Male,51,Assistant Professor,New York,Syracuse,13217,"$202,203.10 "
White,Female,63,Desktop Support Technician,New York,Syracuse,13217,"$281,880.77 "
White,Male,29,Administrative Officer,New York,Rochester,14652,"$117,122.39 "
Hispanic,Male,36,VP Accounting,New York,New York City,10004,"$46,841.68 "
White,Male,54,Business Systems Development Analyst,New York,Buffalo,14269,"$206,632.20 "
White,Male,66,Welder,New York,Buffalo,14233,"$51,241.17 "
White,Female,33,Registered Nurse,New York,Brooklyn,11231,"$102,505.53 "
Hispanic,Female,33,Welder,New York,New York City,10165,"$126,383.36 "
White,Female,23,Nurse Practicioner,New York,Bronx,10454,"$27,783.58 "
Hispanic,Female,50,Pharmacist,New York,Brooklyn,11236,"$136,199.98 "
Black,Female,24,Administrative Officer,New York,Rochester,14614,"$45,317.58 "
White,Female,34,Professor,New York,New York City,10034,"$272,374.02 "
Other,Female,56,Welder,New York,Buffalo,14220,"$135,176.36 "
White,Female,50,Systems Administrator,New York,Elmira,14905,"$58,107.33 "
Black,Female,56,Technical Writer,New York,New York City,10131,"$289,722.15 "
White,Male,40,Graphic Designer,New York,New York City,10034,"$245,638.51 "
White,Female,69,Software Developer,New York,New York City,10203,"$143,521.77 "
White,Female,64,Welder,New York,Albany,12205,"$125,197.44 "
White,Male,62,VP Product Management,New York,Schenectady,12305,"$297,777.35 "
White,Male,70,Web Designer,New York,Utica,13505,"$147,481.57 "
Other,Female,40,Research Assistant,New York,Buffalo,14210,"$192,912.72 "
Asian,Male,28,Executive Secretary,New York,Jamaica,11407,"$206,137.20 "
Hispanic,Male,43,Legal Assistant,New York,New York City,10155,"$133,421.32 "
White,Female,30,Welder,New York,Schenectady,12325,"$101,220.13 "
Hispanic,Male,56,Help Desk Technician,New York,Albany,12247,"$278,541.92 "
White,Male,64,Statistician,New York,Albany,12242,"$33,911.81 "
White,Female,42,VP Product Management,New York,Bronx,10464,"$36,444.22 "
White,Female,20,Legal Assistant,New York,Jamaica,11470,"$275,213.40 "
White,Female,18,Technical Writer,New York,Jamaica,11436,"$56,930.06 "
Hispanic,Female,50,Legal Assistant,New York,New York City,10115,"$218,188.90 "
White,Male,20,Financial Analyst,New York,New York City,10024,"$270,191.11 "
White,Female,66,Associate Professor,New York,New York City,10184,"$164,299.24 "
White,Male,57,Marketing Assistant,New York,Bronx,10469,"$62,423.91 "
White,Male,35,Graphic Designer,New York,Brooklyn,11210,"$176,554.09 "
White,Male,52,Research Associate,New York,Syracuse,13210,"$148,114.26 "
White,Female,34,Teacher,New York,Brooklyn,11231,"$64,147.55 "
White,Male,68,Director of Sales,New York,Syracuse,13210,"$159,232.50 "
White,Male,45,Account Coordinator,New York,New Hyde Park,11044,"$100,356.60 "
Black,Female,36,Graphic Designer,New York,New York City,10270,"$43,405.60 "
Hispanic,Male,21,Welder,New York,Brooklyn,11225,"$170,602.39 "
White,Female,20,Tax Accountant,New York,Brooklyn,11205,"$215,729.65 "
Asian,Female,65,Electrician,New York,Rochester,14624,"$128,700.22 "
White,Male,58,Librarian,New York,Buffalo,14269,"$40,892.16 "
White,Male,52,Senior Financial Analyst,New York,New York City,10079,"$239,324.53 "
White,Female,33,Senior Developer,New York,Buffalo,14225,"$269,456.69 "
Other,Female,41,Account Executive,New York,Bronx,10469,"$174,735.24 "
White,Male,20,Dental Hygienist,New York,Flushing,11355,"$74,553.30 "
White,Female,49,Legal Assistant,New York,Syracuse,13217,"$95,571.61 "
American Indian & Alaska Native,Female,48,Electrician,New York,New York City,10014,"$170,258.53 "
White,Male,62,Clinical Specialist,New York,Syracuse,13224,"$197,456.53 "
Black,Female,29,Electrician,New York,Jamaica,11470,"$291,326.13 "
White,Female,40,Geologist,New York,New York City,10045,"$273,791.66 "
Hispanic,Female,49,Safety Technician,New York,New York City,10045,"$138,527.19 "
White,Male,51,Operator,New York,Syracuse,13224,"$255,174.79 "
White,Female,24,Registered Nurse,New York,Brooklyn,11225,"$135,410.03 "
Black,Female,64,Staff Scientist,New York,New York City,10120,"$172,493.51 "
Hispanic,Female,56,Software Developer,New York,Jamaica,11470,"$270,511.10 "
Hispanic,Male,66,Administrative Officer,New York,Schenectady,12305,"$196,805.67 "
Other,Female,26,Electrician,New York,Hicksville,11854,"$218,032.41 "
White,Male,33,Research Assistant,New York,New York City,10150,"$174,288.36 "
